x = 1.60, y = 3.21, angle = 220x = 3.68, y = 1.00, angle = 290
x = 3.68, y = 1.00, angle = 290
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.74, angle = 90
x = 2.10, y = 2.72, angle = 90
x = 2.10, y = 2.70, angle = 90
x = 2.10, y = 2.68, angle = 90
x = 2.10, y = 2.66, angle = 90
x = 2.10, y = 2.64, angle = 90
x = 2.10, y = 2.62, angle = 90
x = 2.10, y = 2.60, angle = 90
x = 2.10, y = 2.58, angle = 90
x = 2.10, y = 2.56, angle = 90
x = 2.10, y = 2.54, angle = 90
x = 2.10, y = 2.51, angle = 90
x = 2.10, y = 2.49, angle = 90
x = 2.10, y = 2.48, angle = 93
x = 2.10, y = 2.46, angle = 96
x = 2.10, y = 2.45, angle = 98
x = 2.09, y = 2.43, angle = 101
x = 2.09, y = 2.41, angle = 104
x = 2.08, y = 2.40, angle = 106
x = 2.08, y = 2.38, angle = 109
x = 2.07, y = 2.37, angle = 112
x = 2.07, y = 2.35, angle = 114
x = 2.06, y = 2.34, angle = 117
x = 2.05, y = 2.32, angle = 120
x = 2.04, y = 2.31, angle = 122
x = 2.04, y = 2.30, angle = 125
x = 2.03, y = 2.28, angle = 128
x = 2.01, y = 2.27, angle = 130
x = 2.00, y = 2.26, angle = 133
x = 1.99, y = 2.25, angle = 136
x = 1.98, y = 2.24, angle = 138
x = 1.97, y = 2.23, angle = 141
x = 1.96, y = 2.22, angle = 144
x = 1.94, y = 2.21, angle = 146
x = 1.93, y = 2.20, angle = 149
x = 1.91, y = 2.19, angle = 152
x = 1.90, y = 2.18, angle = 154
x = 1.88, y = 2.17, angle = 154
x = 1.86, y = 2.16, angle = 154
x = 1.84, y = 2.16, angle = 154
x = 1.82, y = 2.15, angle = 154
x = 1.81, y = 2.14, angle = 154
x = 1.79, y = 2.13, angle = 154
x = 1.77, y = 2.12, angle = 154
x = 1.75, y = 2.11, angle = 154
x = 1.73, y = 2.10, angle = 154
x = 1.72, y = 2.10, angle = 157
x = 1.70, y = 2.09, angle = 160
x = 1.69, y = 2.09, angle = 162
x = 1.67, y = 2.08, angle = 165
x = 1.65, y = 2.08, angle = 168
x = 1.64, y = 2.07, angle = 170
x = 1.62, y = 2.07, angle = 173
x = 1.61, y = 2.07, angle = 176
x = 1.59, y = 2.07, angle = 178
x = 1.57, y = 2.07, angle = 181
x = 1.56, y = 2.07, angle = 184
x = 1.54, y = 2.07, angle = 186
x = 1.53, y = 2.07, angle = 189
x = 1.51, y = 2.08, angle = 189
x = 1.48, y = 2.08, angle = 189
x = 1.46, y = 2.09, angle = 189
x = 1.44, y = 2.09, angle = 189
x = 1.42, y = 2.09, angle = 189
x = 1.40, y = 2.10, angle = 189
x = 1.38, y = 2.10, angle = 189
x = 1.36, y = 2.10, angle = 189
x = 1.34, y = 2.11, angle = 189
x = 1.32, y = 2.11, angle = 189
x = 1.30, y = 2.11, angle = 189
x = 1.28, y = 2.12, angle = 189
x = 1.27, y = 2.12, angle = 192
x = 1.25, y = 2.12, angle = 194
x = 1.24, y = 2.13, angle = 197
x = 1.22, y = 2.13, angle = 200
x = 1.20, y = 2.14, angle = 202
x = 1.19, y = 2.14, angle = 205
x = 1.18, y = 2.15, angle = 208
x = 1.16, y = 2.16, angle = 210
x = 1.15, y = 2.17, angle = 213
x = 1.13, y = 2.18, angle = 216
x = 1.12, y = 2.19, angle = 218
x = 1.11, y = 2.20, angle = 221
x = 1.10, y = 2.21, angle = 224
x = 1.08, y = 2.22, angle = 226
x = 1.07, y = 2.23, angle = 229
x = 1.06, y = 2.25, angle = 232
x = 1.05, y = 2.26, angle = 234
x = 1.05, y = 2.27, angle = 237
x = 1.04, y = 2.29, angle = 240
x = 1.03, y = 2.30, angle = 242
x = 1.02, y = 2.32, angle = 245
x = 1.02, y = 2.33, angle = 248
x = 1.01, y = 2.35, angle = 250
x = 1.00, y = 2.36, angle = 253
x = 1.00, y = 2.38, angle = 256
x = 1.00, y = 2.39, angle = 258
x = 0.99, y = 2.41, angle = 261
x = 0.99, y = 2.43, angle = 264
x = 0.99, y = 2.44, angle = 266
x = 0.99, y = 2.46, angle = 269
x = 0.99, y = 2.48, angle = 269
x = 0.99, y = 2.50, angle = 269
x = 0.99, y = 2.52, angle = 269
x = 0.99, y = 2.54, angle = 269
x = 0.99, y = 2.56, angle = 269
x = 0.99, y = 2.58, angle = 269
x = 0.99, y = 2.60, angle = 269
x = 0.99, y = 2.62, angle = 269
x = 0.99, y = 2.64, angle = 269
x = 0.99, y = 2.66, angle = 269
x = 0.99, y = 2.68, angle = 269
x = 0.99, y = 2.70, angle = 269
x = 0.99, y = 2.72, angle = 269
x = 0.99, y = 2.74, angle = 269
x = 0.99, y = 2.77, angle = 269
x = 0.99, y = 2.79, angle = 269
x = 0.99, y = 2.80, angle = 272
x = 0.99, y = 2.82, angle = 274
x = 0.99, y = 2.83, angle = 277
x = 0.99, y = 2.85, angle = 280
x = 1.00, y = 2.87, angle = 282
x = 1.00, y = 2.88, angle = 285
x = 1.01, y = 2.90, angle = 288
x = 1.01, y = 2.91, angle = 290
x = 1.02, y = 2.93, angle = 293
x = 1.02, y = 2.94, angle = 296
x = 1.03, y = 2.96, angle = 298
x = 1.04, y = 2.97, angle = 301
x = 1.05, y = 2.99, angle = 304
x = 1.06, y = 3.00, angle = 306
x = 1.07, y = 3.01, angle = 309
x = 1.08, y = 3.02, angle = 312
x = 1.09, y = 3.04, angle = 314
x = 1.10, y = 3.05, angle = 317
x = 1.11, y = 3.06, angle = 320
x = 1.13, y = 3.07, angle = 322
x = 1.14, y = 3.08, angle = 325
x = 1.15, y = 3.09, angle = 328
x = 1.17, y = 3.09, angle = 330
x = 1.18, y = 3.10, angle = 333
x = 1.20, y = 3.11, angle = 336
x = 1.21, y = 3.12, angle = 338
x = 1.23, y = 3.12, angle = 338
x = 1.25, y = 3.13, angle = 338
x = 1.27, y = 3.14, angle = 338
x = 1.29, y = 3.14, angle = 338
x = 1.31, y = 3.15, angle = 338
x = 1.33, y = 3.16, angle = 338
x = 1.35, y = 3.17, angle = 338
x = 1.37, y = 3.17, angle = 338
x = 1.38, y = 3.18, angle = 338
x = 1.40, y = 3.19, angle = 338
x = 1.42, y = 3.19, angle = 341
x = 1.43, y = 3.20, angle = 344
x = 1.45, y = 3.20, angle = 346
x = 1.47, y = 3.21, angle = 349
x = 1.48, y = 3.21, angle = 352
x = 1.50, y = 3.21, angle = 354
x = 1.51, y = 3.21, angle = 357
x = 1.53, y = 3.21, angle = 360
x = 1.55, y = 3.21, angle = 360
x = 1.57, y = 3.21, angle = 360
x = 1.59, y = 3.21, angle = 360
x = 1.61, y = 3.21, angle = 360
x = 1.63, y = 3.21, angle = 360
x = 1.65, y = 3.21, angle = 360
x = 1.67, y = 3.21, angle = 360
x = 1.69, y = 3.21, angle = 360
x = 1.72, y = 3.21, angle = 360
x = 1.74, y = 3.21, angle = 360
x = 1.76, y = 3.21, angle = 360
x = 1.77, y = 3.21, angle = 362
x = 1.79, y = 3.21, angle = 365
x = 1.81, y = 3.21, angle = 368
x = 1.82, y = 3.20, angle = 370
x = 1.84, y = 3.20, angle = 373
x = 1.85, y = 3.20, angle = 376
x = 1.87, y = 3.19, angle = 378
x = 1.88, y = 3.19, angle = 381
x = 1.90, y = 3.18, angle = 384
x = 1.91, y = 3.17, angle = 386
x = 1.93, y = 3.17, angle = 389
x = 1.94, y = 3.16, angle = 392
x = 1.96, y = 3.15, angle = 395
x = 1.97, y = 3.14, angle = 397
x = 1.98, y = 3.13, angle = 400
x = 1.99, y = 3.12, angle = 403
x = 2.00, y = 3.11, angle = 405
x = 2.02, y = 3.09, angle = 408
x = 2.03, y = 3.08, angle = 411
x = 2.04, y = 3.07, angle = 413
x = 2.05, y = 3.05, angle = 416
x = 2.05, y = 3.04, angle = 419
x = 2.06, y = 3.03, angle = 421
x = 2.07, y = 3.01, angle = 424
x = 2.08, y = 3.00, angle = 427
x = 2.08, y = 2.98, angle = 429
x = 2.09, y = 2.97, angle = 432
x = 2.09, y = 2.95, angle = 435
x = 2.10, y = 2.94, angle = 437
x = 2.10, y = 2.92, angle = 440
x = 2.10, y = 2.90, angle = 443
x = 2.10, y = 2.89, angle = 445
x = 2.10, y = 2.87, angle = 448
x = 2.10, y = 2.87, angle = 448
x = 2.10, y = 2.87, angle = 448
x = 2.10, y = 2.85, angle = 448
x = 2.11, y = 2.83, angle = 448
x = 2.11, y = 2.81, angle = 448
x = 2.11, y = 2.79, angle = 448
x = 2.11, y = 2.77, angle = 448
x = 2.11, y = 2.75, angle = 448
x = 2.11, y = 2.73, angle = 448
x = 2.11, y = 2.71, angle = 448
x = 2.11, y = 2.69, angle = 448
x = 2.11, y = 2.67, angle = 448
x = 2.11, y = 2.65, angle = 448
x = 2.11, y = 2.62, angle = 448
x = 2.11, y = 2.60, angle = 448
x = 2.11, y = 2.58, angle = 448
x = 2.11, y = 2.56, angle = 448
x = 2.11, y = 2.54, angle = 448
x = 2.11, y = 2.52, angle = 448
x = 2.11, y = 2.50, angle = 448
x = 2.12, y = 2.48, angle = 448
x = 2.12, y = 2.48, angle = 448
x = 2.12, y = 2.47, angle = 451
x = 2.11, y = 2.45, angle = 453
x = 2.11, y = 2.43, angle = 456
x = 2.11, y = 2.42, angle = 459
x = 2.11, y = 2.40, angle = 461
x = 2.10, y = 2.38, angle = 464
x = 2.10, y = 2.37, angle = 467
x = 2.09, y = 2.35, angle = 469
x = 2.09, y = 2.34, angle = 472
x = 2.08, y = 2.32, angle = 475
x = 2.08, y = 2.31, angle = 477
x = 2.07, y = 2.29, angle = 480
x = 2.06, y = 2.28, angle = 483
x = 2.05, y = 2.27, angle = 485
x = 2.04, y = 2.25, angle = 488
x = 2.03, y = 2.24, angle = 491
x = 2.02, y = 2.23, angle = 493
x = 2.01, y = 2.22, angle = 496
x = 1.99, y = 2.21, angle = 499
x = 1.98, y = 2.20, angle = 501
x = 1.97, y = 2.19, angle = 504
x = 1.96, y = 2.18, angle = 507
x = 1.94, y = 2.17, angle = 509
x = 1.93, y = 2.16, angle = 512
x = 1.91, y = 2.15, angle = 515
x = 1.90, y = 2.15, angle = 517
x = 1.88, y = 2.14, angle = 520
x = 1.88, y = 2.14, angle = 520
x = 1.86, y = 2.13, angle = 520
x = 1.84, y = 2.13, angle = 520
x = 1.82, y = 2.12, angle = 520
x = 1.81, y = 2.11, angle = 520
x = 1.79, y = 2.11, angle = 520
x = 1.77, y = 2.10, angle = 520
x = 1.75, y = 2.09, angle = 520
x = 1.73, y = 2.09, angle = 520
x = 1.71, y = 2.08, angle = 520
x = 1.69, y = 2.08, angle = 523
x = 1.68, y = 2.07, angle = 525
x = 1.66, y = 2.07, angle = 528
x = 1.65, y = 2.06, angle = 531
x = 1.63, y = 2.06, angle = 533
x = 1.61, y = 2.06, angle = 536
x = 1.59, y = 2.06, angle = 536
x = 1.57, y = 2.06, angle = 536
x = 1.55, y = 2.06, angle = 536
x = 1.53, y = 2.06, angle = 536
x = 1.51, y = 2.05, angle = 536
x = 1.49, y = 2.05, angle = 536
x = 1.47, y = 2.05, angle = 536
x = 1.45, y = 2.05, angle = 536
x = 1.43, y = 2.05, angle = 536
x = 1.41, y = 2.05, angle = 536
x = 1.39, y = 2.05, angle = 536
x = 1.37, y = 2.05, angle = 536
x = 1.35, y = 2.04, angle = 536
x = 1.33, y = 2.04, angle = 536
x = 1.31, y = 2.04, angle = 536
x = 1.29, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.27, y = 2.04, angle = 536
x = 1.24, y = 2.04, angle = 536
x = 1.22, y = 2.04, angle = 536
x = 1.20, y = 2.04, angle = 536
x = 1.18, y = 2.03, angle = 536
x = 1.16, y = 2.03, angle = 536
x = 1.14, y = 2.03, angle = 536
x = 1.12, y = 2.03, angle = 536
x = 1.11, y = 2.03, angle = 539
x = 1.09, y = 2.03, angle = 541
x = 1.07, y = 2.03, angle = 544
x = 1.06, y = 2.03, angle = 547
x = 1.04, y = 2.03, angle = 549
x = 1.02, y = 2.04, angle = 552
x = 1.01, y = 2.04, angle = 555
x = 1.01, y = 2.04, angle = 555
x = 0.99, y = 2.05, angle = 557
x = 0.98, y = 2.05, angle = 560
x = 0.96, y = 2.06, angle = 563
x = 0.95, y = 2.06, angle = 565
x = 0.93, y = 2.07, angle = 568
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.92, y = 2.08, angle = 571
x = 0.94, y = 2.07, angle = 571
x = 0.95, y = 2.06, angle = 571
x = 0.97, y = 2.05, angle = 571
x = 0.99, y = 2.04, angle = 571
x = 1.01, y = 2.03, angle = 571
x = 1.02, y = 2.02, angle = 571
x = 1.04, y = 2.01, angle = 571
x = 1.06, y = 2.00, angle = 571
x = 1.08, y = 1.98, angle = 571
x = 1.08, y = 1.98, angle = 571
x = 1.08, y = 1.98, angle = 571
x = 1.06, y = 1.99, angle = 573
x = 1.05, y = 2.00, angle = 576
x = 1.04, y = 2.01, angle = 579
x = 1.02, y = 2.02, angle = 581
x = 1.01, y = 2.03, angle = 584
x = 1.00, y = 2.05, angle = 587
x = 0.99, y = 2.06, angle = 589
x = 0.98, y = 2.07, angle = 592
x = 0.97, y = 2.08, angle = 595
x = 0.96, y = 2.10, angle = 597
x = 0.95, y = 2.11, angle = 600
x = 0.95, y = 2.13, angle = 603
x = 0.94, y = 2.14, angle = 605
x = 0.93, y = 2.16, angle = 608
x = 0.93, y = 2.17, angle = 611
x = 0.92, y = 2.19, angle = 613
x = 0.92, y = 2.20, angle = 616
x = 0.92, y = 2.20, angle = 616
x = 0.92, y = 2.20, angle = 616
x = 0.91, y = 2.22, angle = 616
x = 0.91, y = 2.24, angle = 616
x = 0.90, y = 2.26, angle = 616
x = 0.90, y = 2.28, angle = 616
x = 0.89, y = 2.30, angle = 616
x = 0.89, y = 2.32, angle = 616
x = 0.88, y = 2.34, angle = 616
x = 0.88, y = 2.36, angle = 619
x = 0.88, y = 2.37, angle = 621
x = 0.88, y = 2.39, angle = 624
x = 0.88, y = 2.41, angle = 627
x = 0.88, y = 2.42, angle = 629
x = 0.88, y = 2.44, angle = 632
x = 0.88, y = 2.46, angle = 635
x = 0.88, y = 2.48, angle = 635
x = 0.88, y = 2.50, angle = 635
x = 0.88, y = 2.52, angle = 635
x = 0.88, y = 2.54, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.56, angle = 635
x = 0.89, y = 2.58, angle = 635
x = 0.89, y = 2.60, angle = 635
x = 0.89, y = 2.62, angle = 635
x = 0.89, y = 2.64, angle = 635
x = 0.90, y = 2.66, angle = 635
x = 0.90, y = 2.68, angle = 635
x = 0.90, y = 2.70, angle = 635
x = 0.90, y = 2.72, angle = 635
x = 0.90, y = 2.74, angle = 637
x = 0.91, y = 2.75, angle = 640
x = 0.91, y = 2.77, angle = 643
x = 0.91, y = 2.79, angle = 645
x = 0.92, y = 2.80, angle = 648
x = 0.92, y = 2.82, angle = 651
x = 0.93, y = 2.83, angle = 653
x = 0.94, y = 2.85, angle = 656
x = 0.94, y = 2.86, angle = 659
x = 0.95, y = 2.87, angle = 661
x = 0.96, y = 2.89, angle = 664
x = 0.97, y = 2.90, angle = 667
x = 0.98, y = 2.91, angle = 669
x = 0.99, y = 2.93, angle = 672
x = 1.00, y = 2.94, angle = 675
x = 1.01, y = 2.95, angle = 677
x = 1.03, y = 2.96, angle = 680
x = 1.04, y = 2.97, angle = 683
x = 1.05, y = 2.98, angle = 685
x = 1.07, y = 2.99, angle = 688
x = 1.08, y = 3.00, angle = 691
x = 1.10, y = 3.00, angle = 693
x = 1.11, y = 3.01, angle = 696
x = 1.13, y = 3.02, angle = 699
x = 1.14, y = 3.02, angle = 701
x = 1.16, y = 3.03, angle = 704
x = 1.17, y = 3.03, angle = 707
x = 1.19, y = 3.03, angle = 709
x = 1.21, y = 3.04, angle = 709
x = 1.23, y = 3.04, angle = 709
x = 1.25, y = 3.04, angle = 709
x = 1.27, y = 3.05, angle = 709
x = 1.29, y = 3.05, angle = 709
x = 1.31, y = 3.06, angle = 709
x = 1.33, y = 3.06, angle = 709
x = 1.35, y = 3.06, angle = 709
x = 1.37, y = 3.07, angle = 709
